t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
2.7887,0.1028,-0.3110,-1.0098,1.901,-2.427,-1.015,25.84
2.7967,0.0962,-0.3059,-1.0117,2.069,-2.061,-1.130,26.13
2.8054,0.0969,-0.3049,-1.0042,2.298,-2.962,-1.290,26.27
2.8167,0.0981,-0.3042,-1.0107,2.504,-3.527,-1.237,26.56
2.8265,0.1013,-0.3062,-1.0146,2.198,-3.084,-1.107,26.56
2.8340,0.0999,-0.3044,-1.0054,1.771,-1.504,-1.107,26.32
2.8428,0.0969,-0.3030,-1.0042,2.420,-2.817,-1.099,26.46
2.8565,0.0984,-0.3064,-0.9963,1.985,-3.145,-1.137,26.46
2.8643,0.1001,-0.3035,-1.0132,2.023,-2.687,-1.351,26.51
2.8730,0.1018,-0.3035,-1.0156,2.160,-2.321,-0.908,26.18
2.8858,0.1001,-0.3069,-1.0154,2.107,-2.023,-1.221,25.98
2.8954,0.0964,-0.3076,-1.0105,2.160,-2.802,-1.221,26.32
2.9043,0.0957,-0.3088,-1.0039,2.450,-3.534,-1.405,26.56
2.9151,0.1008,-0.3054,-1.0068,2.267,-3.542,-1.435,26.46
2.9253,0.1013,-0.3054,-1.0012,2.374,-3.000,-1.931,26.03
2.9326,0.1011,-0.3062,-1.0107,2.237,-3.069,-1.397,26.13
2.9463,0.1013,-0.3054,-1.0151,2.267,-2.534,-1.435,26.80
2.9526,0.0986,-0.3076,-1.0032,2.336,-3.015,-1.489,26.27
2.9643,0.0996,-0.3027,-1.0095,2.160,-2.634,-1.176,26.32
2.9730,0.1064,-0.3049,-1.0088,1.824,-2.779,-0.969,26.13
2.9837,0.0984,-0.3020,-1.0049,2.244,-2.511,-1.038,26.27
2.9961,0.0994,-0.3069,-1.0120,1.962,-2.038,-1.290,26.56
3.0048,0.0959,-0.3057,-1.0134,2.244,-3.145,-1.366,26.03
3.0192,0.0984,-0.3083,-1.0090,2.542,-3.847,-1.450,26.37
3.0245,0.0979,-0.3059,-1.0081,2.740,-3.427,-1.405,25.98
3.0341,0.1001,-0.3037,-1.0120,2.328,-2.870,-1.458,26.03
3.0472,0.0991,-0.3079,-1.0105,2.069,-2.641,-0.947,26.13
