t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
3.0164,0.7776,-0.0164,-1.3684,250.130,-66.313,156.771,26.13
3.0303,0.8022,-0.0415,-1.4133,250.130,-53.710,174.382,25.84
3.0328,0.7173,-0.1189,-1.4407,250.130,-45.779,181.511,25.27
3.0455,0.6262,-0.1306,-1.5312,250.130,-63.985,169.153,26.46
3.0564,0.6663,0.0066,-1.6680,250.130,-80.840,150.107,25.98
3.0626,0.6868,0.1482,-1.7922,250.130,-86.214,130.672,26.51
3.0783,0.8896,0.4963,-2.0000,250.130,-95.473,89.412,25.94
3.0850,0.9221,1.0168,-2.0000,250.130,-121.466,48.275,26.03
3.0946,1.4958,1.0518,-2.0000,247.359,-124.267,-17.649,25.79
3.1035,1.6313,0.7095,-2.0000,226.435,-61.733,117.901,25.84
3.1142,1.1655,1.4434,-1.7896,215.305,-46.565,-26.092,25.31
3.1265,0.7881,1.6335,-1.5444,153.389,14.221,-23.344,25.98
3.1328,0.4680,1.9824,-1.1812,126.412,12.351,-24.473,25.98
3.1457,0.4111,1.9999,-1.1960,71.534,-13.588,-29.405,25.74
3.1563,0.3389,1.9999,-1.2322,33.924,-9.382,-54.366,25.50
3.1630,0.3691,1.9999,-1.2581,-0.191,-17.725,-71.534,26.18
3.1777,0.6643,1.9999,-1.3877,-54.763,-7.710,-99.031,25.79
3.1846,0.7065,1.8938,-1.4202,-83.145,20.153,-98.313,25.98
3.1944,0.4177,1.7869,-1.3889,-111.611,37.939,-131.908,26.13
3.2039,0.2341,1.7908,-1.3091,-128.015,24.252,-152.649,25.79
3.2154,0.5574,1.2637,-1.4919,-223.542,10.504,-18.626,25.98
3.2282,1.2224,-2.0000,-1.3877,-250.137,113.580,25.137,26.18
3.2347,1.4319,-2.0000,-1.0251,-240.565,250.130,137.015,26.03
3.2531,-1.1567,-1.6255,-2.0000,250.130,-142.756,-250.137,25.60
3.2559,-0.6206,1.9999,-2.0000,250.130,-208.473,-250.137,26.27
3.2670,1.2705,1.9999,-2.0000,-177.618,-250.137,-250.137,26.37
3.2799,1.9999,-1.3804,-2.0000,-250.137,-38.145,214.359,25.98
3.2860,1.9999,-2.0000,-2.0000,-211.573,250.130,-143.985,25.60
3.2975,-0.3223,-1.6355,-0.4683,-187.847,147.252,24.191,25.98
3.3058,-0.4543,-0.6682,-0.6968,-81.634,-59.878,-105.519,26.13
3.3165,-0.1680,1.6211,-1.0354,-84.916,-71.985,-152.557,25.84
3.3251,-0.1106,1.9999,-1.4202,-150.740,-31.351,-6.908,25.84
3.3345,0.7229,0.9541,-1.4092,-237.115,-13.084,65.618,25.84
3.3506,0.4529,-0.5510,-0.9031,-174.015,100.885,106.053,25.84
3.3534,0.0037,-0.7014,-0.6904,-160.053,48.435,108.176,25.60
3.3636,0.3433,-0.5105,-1.1411,-113.611,0.321,2.267,25.94
3.3749,0.5298,-0.0620,-1.2815,-106.802,-8.779,37.687,25.74
3.3837,0.7017,-0.3516,-1.4451,-85.939,26.550,-17.634,25.94
3.3981,0.3628,-0.3660,-1.2041,-82.267,24.031,-28.702,26.13
3.4043,0.2915,-0.2261,-1.0586,-70.267,-1.275,-27.153,25.94
3.4150,0.3613,0.0466,-1.0115,-57.954,-10.496,-32.870,25.98
3.4249,0.4819,0.1714,-1.0017,-60.344,-16.565,-17.359,25.79
3.4336,0.6082,0.1519,-0.9429,-63.733,-12.336,-2.679,25.94
3.4441,0.4302,0.0916,-1.0261,-62.626,10.534,15.069,26.32
3.4548,0.2075,0.0391,-1.0564,-59.015,0.366,23.191,26.18
3.4696,0.4788,0.0281,-1.1045,-52.252,-16.931,21.366,26.03
3.4788,0.5542,-0.0356,-1.1331,-49.779,-15.511,27.206,25.50
3.4858,0.4001,-0.0171,-1.0920,-44.893,5.573,35.282,25.94
